Tempo_µs,Ciclo_CPU,Referencia_Motor,Vel_Real
101812.0,0.0,0.0,0.0
103552.0,0.0,0.0,0.0
105212.0,0.0,0.0,0.0
106920.0,0.0,0.0,0.0
108612.0,0.0,0.0,0.0
110320.0,0.0,0.0,0.0
112012.0,0.0,0.0,0.0
113720.0,0.0,0.0,0.0
115412.0,0.0,0.0,0.0
117120.0,0.0,0.0,0.0
118812.0,0.0,0.0,0.0
120520.0,0.0,0.0,0.0
122212.0,0.0,0.0,0.0
123928.0,0.0,0.0,0.0
125612.0,0.0,0.0,0.0
127320.0,0.0,0.0,0.0
129012.0,0.0,0.0,0.0
130720.0,0.0,0.0,0.0
132412.0,0.0,0.0,0.0
134120.0,0.0,0.0,0.0
135812.0,0.0,0.0,0.0
137520.0,0.0,0.0,0.0
139212.0,0.0,0.0,0.0
140920.0,0.0,0.0,0.0
142612.0,0.0,0.0,0.0
144320.0,0.0,0.0,0.0
146012.0,0.0,0.0,0.0
147720.0,0.0,0.0,0.0
149412.0,0.0,0.0,0.0
151120.0,0.0,0.0,0.0
152812.0,0.0,0.0,0.0
154640.0,0.0,0.0,0.0
156212.0,0.0,0.0,0.0
157920.0,0.0,0.0,0.0
159612.0,0.0,0.0,0.0
161320.0,0.0,0.0,0.0
163012.0,0.0,0.0,0.0
164720.0,0.0,0.0,0.0
166412.0,0.0,0.0,0.0
168120.0,0.0,0.0,0.0
169812.0,0.0,0.0,0.0
171520.0,0.0,0.0,0.0
173212.0,0.0,0.0,0.0
174920.0,0.0,0.0,0.0
176612.0,0.0,0.0,0.0
178320.0,0.0,0.0,0.0
180012.0,0.0,0.0,0.0
181720.0,0.0,0.0,0.0
183412.0,0.0,0.0,0.0
185120.0,0.0,0.0,0.0
186812.0,0.0,0.0,0.0
188520.0,0.0,0.0,0.0
190212.0,0.0,0.0,0.0
191920.0,0.0,0.0,0.0
193612.0,0.0,0.0,0.0
195320.0,0.0,0.0,0.0
197012.0,0.0,0.0,0.0
198720.0,0.0,0.0,0.0
200412.0,0.0,0.0,0.0
202120.0,0.0,0.0,0.0
203812.0,0.0,0.0,0.0
205552.0,0.0,0.0,0.0
207212.0,0.0,0.0,0.0
208928.0,0.0,0.0,0.0
210612.0,0.0,0.0,0.0
212320.0,0.0,0.0,0.0
214012.0,0.0,0.0,0.0
215720.0,0.0,0.0,0.0
217412.0,0.0,0.0,0.0
219120.0,0.0,0.0,0.0
220812.0,0.0,0.0,0.0
222520.0,0.0,0.0,0.0
224212.0,0.0,0.0,0.0
225920.0,0.0,0.0,0.0
227612.0,0.0,0.0,0.0
229320.0,0.0,0.0,0.0
231012.0,0.0,0.0,0.0
232720.0,0.0,0.0,0.0
234412.0,0.0,0.0,0.0
236120.0,0.0,0.0,0.0
237812.0,0.0,0.0,0.0
239520.0,0.0,0.0,0.0
241212.0,0.0,0.0,0.0
242920.0,0.0,0.0,0.0
244612.0,0.0,0.0,0.0
246320.0,0.0,0.0,0.0
248012.0,0.0,0.0,0.0
249720.0,0.0,0.0,0.0
251412.0,0.0,0.0,0.0
253120.0,0.0,0.0,0.0
254812.0,0.0,0.0,0.0
256632.0,0.0,0.0,0.0
258212.0,0.0,0.0,0.0
259920.0,0.0,0.0,0.0
261612.0,0.0,0.0,0.0
263320.0,0.0,0.0,0.0
265012.0,0.0,0.0,0.0
266720.0,0.0,0.0,0.0
268412.0,0.0,0.0,0.0
270120.0,0.0,0.0,0.0
271812.0,0.0,0.0,0.0
273520.0,0.0,0.0,0.0
275212.0,0.0,0.0,0.0
276920.0,0.0,0.0,0.0
278612.0,0.0,0.0,0.0
280320.0,0.0,0.0,0.0
282012.0,0.0,0.0,0.0
283720.0,0.0,0.0,0.0
285412.0,0.0,0.0,0.0
287120.0,0.0,0.0,0.0
288812.0,0.0,0.0,0.0
290520.0,0.0,0.0,0.0
292212.0,0.0,0.0,0.0
293924.0,0.0,0.0,0.0
295612.0,0.0,0.0,0.0
297320.0,0.0,0.0,0.0
299020.0,0.0,0.0,0.0
300720.0,0.0,0.0,0.0
302412.0,0.0,0.0,0.0
304120.0,0.0,0.0,0.0
305812.0,0.0,0.0,0.0
307552.0,0.0,0.0,0.0
309212.0,0.0,0.0,0.0
310920.0,0.0,0.0,0.0
312612.0,0.0,0.0,0.0
314320.0,0.0,0.0,0.0
316012.0,0.0,0.0,0.0
317720.0,0.0,0.0,0.0
319412.0,0.0,0.0,0.0
321120.0,0.0,0.0,0.0
322812.0,0.0,0.0,0.0
324520.0,0.0,0.0,0.0
326212.0,0.0,0.0,0.0
327920.0,0.0,0.0,0.0
329612.0,0.0,0.0,0.0
331320.0,0.0,0.0,0.0
333012.0,0.0,0.0,0.0
334720.0,0.0,0.0,0.0
336412.0,0.0,0.0,0.0
338120.0,0.0,0.0,0.0
339812.0,0.0,0.0,0.0
341520.0,0.0,0.0,0.0
343212.0,0.0,0.0,0.0
344920.0,0.0,0.0,0.0
346612.0,0.0,0.0,0.0
348320.0,0.0,0.0,0.0
350012.0,0.0,0.0,0.0
351720.0,0.0,0.0,0.0
353412.0,0.0,0.0,0.0
355120.0,0.0,0.0,0.0
356812.0,0.0,0.0,0.0
358632.0,0.0,0.0,0.0
360212.0,0.0,0.0,0.0
361920.0,0.0,0.0,0.0
363612.0,0.0,0.0,0.0
365320.0,0.0,0.0,0.0
367012.0,0.0,0.0,0.0
368720.0,0.0,0.0,0.0
370412.0,0.0,0.0,0.0
372120.0,0.0,0.0,0.0
373812.0,0.0,0.0,0.0
375520.0,0.0,0.0,0.0
377212.0,0.0,0.0,0.0
378920.0,0.0,0.0,0.0
380612.0,0.0,0.0,0.0
382320.0,0.0,0.0,0.0
384020.0,0.0,0.0,0.0
385720.0,0.0,0.0,0.0
387412.0,0.0,0.0,0.0
389128.0,0.0,0.0,0.0
390812.0,0.0,0.0,0.0
392520.0,0.0,0.0,0.0
394212.0,0.0,0.0,0.0
395920.0,0.0,0.0,0.0
397612.0,0.0,0.0,0.0
399320.0,0.0,0.0,0.0
401012.0,0.0,0.0,0.0
402720.0,0.0,0.0,0.0
404412.0,0.0,0.0,0.0
406120.0,0.0,0.0,0.0
407812.0,0.0,0.0,0.0
409552.0,0.0,0.0,0.0
411212.0,0.0,0.0,0.0
412920.0,0.0,0.0,0.0
414612.0,0.0,0.0,0.0
416320.0,0.0,0.0,0.0
418012.0,0.0,0.0,0.0
419720.0,0.0,0.0,0.0
421412.0,0.0,0.0,0.0
423120.0,0.0,0.0,0.0
424812.0,0.0,0.0,0.0
426520.0,0.0,0.0,0.0
428212.0,0.0,0.0,0.0
429920.0,0.0,0.0,0.0
431612.0,0.0,0.0,0.0
433320.0,0.0,0.0,0.0
435012.0,0.0,0.0,0.0
436720.0,0.0,0.0,0.0
438412.0,0.0,0.0,0.0
440120.0,0.0,0.0,0.0
441812.0,0.0,0.0,0.0
443520.0,0.0,0.0,0.0
445212.0,0.0,0.0,0.0
446920.0,0.0,0.0,0.0
448612.0,0.0,0.0,0.0
450320.0,0.0,0.0,0.0
452012.0,0.0,0.0,0.0
453720.0,0.0,0.0,0.0
455412.0,0.0,0.0,0.0
457120.0,0.0,0.0,0.0
458812.0,0.0,0.0,0.0
460632.0,0.0,0.0,0.0
462212.0,0.0,0.0,0.0
463920.0,0.0,0.0,0.0
465612.0,0.0,0.0,0.0
467320.0,0.0,0.0,0.0
469020.0,0.0,0.0,0.0
470720.0,0.0,0.0,0.0
472412.0,0.0,0.0,0.0
474128.0,0.0,0.0,0.0
475812.0,0.0,0.0,0.0
477520.0,0.0,0.0,0.0
479212.0,0.0,0.0,0.0
480920.0,0.0,0.0,0.0
482612.0,0.0,0.0,0.0
484320.0,0.0,0.0,0.0
486012.0,0.0,0.0,0.0
487720.0,0.0,0.0,0.0
489412.0,0.0,0.0,0.0
491120.0,0.0,0.0,0.0
492812.0,0.0,0.0,0.0
494520.0,0.0,0.0,0.0
496212.0,0.0,0.0,0.0
497920.0,0.0,0.0,0.0
499612.0,0.0,0.0,0.0
501320.0,0.0,0.0,0.0
503044.0,0.0,0.0,0.0
504720.0,0.0,750.0,0.0
506612.0,0.0,750.0,0.0
508460.0,0.0,750.0,0.0
510352.0,0.0,750.0,0.0
512232.0,0.0,750.0,0.0
514100.0,0.0,750.0,0.0
515940.0,0.0,750.0,0.0
517832.0,0.0,750.0,0.0
519680.0,0.0,750.0,0.0
521572.0,0.0,750.0,0.0
523420.0,0.0,750.0,0.0
525320.0,0.0,750.0,0.0
527160.0,0.0,750.0,0.0
529052.0,0.0,750.0,0.0
530900.0,0.0,750.0,0.0
532792.0,0.0,750.0,0.0
534640.0,0.0,750.0,0.0
536532.0,0.0,750.0,0.0
538380.0,0.0,750.0,0.0
540272.0,0.0,750.0,0.0
542120.0,0.0,750.0,0.0
544012.0,0.0,750.0,0.0
545860.0,0.0,750.0,0.0
547752.0,0.0,750.0,0.0
549600.0,0.0,750.0,0.0
551492.0,0.0,750.0,0.0
553340.0,0.0,750.0,0.0
555232.0,0.0,750.0,0.0
557084.0,0.0,750.0,0.0
558972.0,0.0,750.0,0.0
560820.0,0.0,750.0,0.0
562712.0,0.0,750.0,0.0
564680.0,6.38,750.0,0.0
566452.0,6.38,750.0,0.0
568300.0,6.38,750.0,0.0
570192.0,6.38,750.0,0.0
572040.0,6.38,750.0,0.0
573932.0,6.38,750.0,0.0
575780.0,6.38,750.0,0.0
577672.0,6.38,750.0,0.0
579520.0,6.38,750.0,0.0
581412.0,6.38,750.0,0.0
583260.0,6.38,750.0,0.0
585152.0,6.38,750.0,0.0
587000.0,6.38,750.0,0.0
588892.0,6.38,750.0,0.0
590740.0,6.38,750.0,0.0
592632.0,6.38,750.0,0.0
594480.0,6.38,750.0,0.0
596372.0,6.38,750.0,0.0
598220.0,6.38,750.0,0.0
600116.0,6.38,750.0,0.0
601960.0,6.38,750.0,0.0
603852.0,6.38,750.0,0.0
605700.0,6.38,750.0,0.0
607592.0,6.38,750.0,0.0
609440.0,6.38,750.0,0.0
611336.0,6.38,750.0,0.0
613180.0,6.38,750.0,0.0
615072.0,6.38,750.0,0.0
616952.0,6.38,750.0,0.0
618812.0,6.38,750.0,0.0
620660.0,6.38,750.0,0.0
622552.0,6.38,750.0,0.0
624400.0,6.38,750.0,0.0
626292.0,6.38,750.0,0.0
628140.0,6.38,750.0,0.0
630032.0,6.38,750.0,0.0
631880.0,6.38,750.0,0.0
633772.0,6.38,750.0,0.0
635620.0,6.38,750.0,0.0
637512.0,6.38,750.0,0.0
639360.0,6.38,750.0,0.0
641252.0,6.38,750.0,0.0
643104.0,6.38,750.0,0.0
644992.0,6.38,750.0,0.0
646840.0,6.38,750.0,0.0
648732.0,6.38,750.0,0.0
650580.0,6.38,750.0,0.0
652472.0,6.38,750.0,0.0
654320.0,6.38,750.0,0.0
656212.0,6.38,750.0,0.0
658060.0,6.38,750.0,0.0
659952.0,6.38,750.0,0.0
661800.0,6.38,750.0,0.0
663692.0,6.38,750.0,0.0
665540.0,6.38,750.0,0.0
667432.0,6.38,750.0,0.0
669400.0,9.0,750.0,0.0
671172.0,9.0,750.0,0.0
673020.0,9.0,750.0,0.0
674912.0,9.0,750.0,0.0
676760.0,9.0,750.0,0.0
678652.0,9.0,750.0,0.0
680500.0,9.0,750.0,0.0
682392.0,9.0,750.0,0.0
684240.0,9.0,750.0,0.0
686136.0,9.0,750.0,0.0
687980.0,9.0,750.0,0.0
689872.0,9.0,750.0,0.0
691720.0,9.0,750.0,0.0
693612.0,9.0,750.0,0.0
695460.0,9.0,750.0,0.0
697356.0,9.0,750.0,0.0
699200.0,9.0,750.0,0.0
701092.0,9.0,750.0,0.0
702940.0,9.0,750.0,0.0
704832.0,9.0,750.0,0.0
706680.0,9.0,750.0,0.0
708572.0,9.0,750.0,0.0
710420.0,9.0,750.0,0.0
712312.0,9.0,750.0,0.0
714160.0,9.0,750.0,0.0
716052.0,9.0,750.0,0.0
717900.0,9.0,750.0,0.0
719792.0,9.0,750.0,0.0
721672.0,9.0,750.0,0.0
723532.0,9.0,750.0,0.0
725380.0,9.0,750.0,0.0
727272.0,9.0,750.0,0.0
729124.0,9.0,750.0,0.0
731012.0,9.0,750.0,0.0
732860.0,9.0,750.0,0.0
734752.0,9.0,750.0,0.0
736600.0,9.0,750.0,0.0
738492.0,9.0,750.0,0.0
740340.0,9.0,750.0,0.0
742232.0,9.0,750.0,0.0
744080.0,9.0,750.0,0.0
745972.0,9.0,750.0,0.0
747820.0,9.0,750.0,0.0
749712.0,9.0,750.0,0.0
751560.0,9.0,750.0,0.0
753452.0,9.0,750.0,0.0
755300.0,9.0,750.0,0.0
757192.0,9.0,750.0,0.0
759040.0,9.0,750.0,0.0
760932.0,9.0,750.0,0.0
762780.0,9.0,750.0,0.0
764672.0,9.0,750.0,0.0
766520.0,9.0,750.0,0.0
768412.0,9.0,750.0,0.0
770260.0,9.0,750.0,0.0
772152.0,9.0,750.0,0.0
774120.0,11.63,750.0,0.0
775976.0,11.63,750.0,0.0
777908.0,11.63,750.0,0.0
779884.0,11.63,750.0,0.0
781820.0,11.63,750.0,0.0
783796.0,11.63,750.0,0.0
785728.0,11.63,750.0,0.0
787704.0,11.63,750.0,0.0
789640.0,11.63,750.0,0.0
791616.0,11.63,750.0,0.0
793548.0,11.63,750.0,0.0
795524.0,11.63,750.0,0.0
797460.0,11.63,750.0,0.0
799436.0,11.63,750.0,0.0
801368.0,11.63,750.0,0.0
803344.0,11.63,750.0,0.0
805280.0,11.63,750.0,0.0
807256.0,11.63,750.0,0.0
809188.0,11.63,750.0,0.0
811164.0,11.63,750.0,0.0
813100.0,11.63,750.0,0.0
815076.0,11.63,750.0,0.0
817008.0,11.63,750.0,0.0
818984.0,11.63,750.0,0.0
820920.0,11.63,750.0,0.0
822896.0,11.63,750.0,0.0
824860.0,11.63,750.0,0.0
826804.0,11.63,750.0,0.0
828740.0,11.63,750.0,0.0
830716.0,11.63,750.0,0.0
832648.0,11.63,750.0,0.0
834624.0,11.63,750.0,0.0
836560.0,11.63,750.0,0.0
838536.0,11.63,750.0,0.0
840468.0,11.63,750.0,0.0
842444.0,11.63,750.0,0.0
844380.0,11.63,750.0,0.0
846356.0,11.63,750.0,0.0
848288.0,11.63,750.0,0.0
850264.0,11.63,750.0,0.0
852200.0,11.63,750.0,0.0
854176.0,11.63,750.0,0.0
856108.0,11.63,750.0,0.0
858084.0,11.63,750.0,0.0
860020.0,11.63,750.0,0.0
861996.0,11.63,750.0,0.0
863928.0,11.63,750.0,0.0
865904.0,11.63,750.0,0.0
867840.0,11.63,750.0,0.0
869816.0,11.63,750.0,0.0
871748.0,11.63,750.0,0.0
873724.0,11.63,750.0,0.0
875780.0,14.25,750.0,0.0
877636.0,14.25,750.0,0.0
879568.0,14.25,750.0,0.0
881544.0,14.25,750.0,0.0
883480.0,14.25,750.0,0.0
885456.0,14.25,750.0,0.0
887388.0,14.25,750.0,0.0
889364.0,14.25,750.0,0.0
891300.0,14.25,750.0,0.0
893276.0,14.25,750.0,0.0
895208.0,14.25,750.0,0.0
897184.0,14.25,750.0,0.0
899120.0,14.25,750.0,0.0
901096.0,14.25,750.0,0.0
903028.0,14.25,750.0,0.0
905004.0,14.25,750.0,0.0
906940.0,14.25,750.0,0.0
908916.0,14.25,750.0,0.0
910848.0,14.25,750.0,0.0
912824.0,14.25,750.0,0.0
914760.0,14.25,750.0,0.0
916736.0,14.25,750.0,0.0
918668.0,14.25,750.0,0.0
920644.0,14.25,750.0,0.0
922580.0,14.25,750.0,0.0
924556.0,14.25,750.0,0.0
926520.0,14.25,750.0,0.0
928464.0,14.25,750.0,0.0
930400.0,14.25,750.0,0.0
932376.0,14.25,750.0,0.0
934308.0,14.25,750.0,0.0
936284.0,14.25,750.0,0.0
938220.0,14.25,750.0,0.0
940196.0,14.25,750.0,0.0
942128.0,14.25,750.0,0.0
944104.0,14.25,750.0,0.0
946040.0,14.25,750.0,0.0
948016.0,14.25,750.0,0.0
949948.0,14.25,750.0,0.0
951924.0,14.25,750.0,0.0
953860.0,14.25,750.0,0.0
955836.0,14.25,750.0,0.0
957768.0,14.25,750.0,0.0
959744.0,14.25,750.0,0.0
961680.0,14.25,750.0,0.0
963656.0,14.25,750.0,0.0
965588.0,14.25,750.0,0.0
967564.0,14.25,750.0,0.0
969500.0,14.25,750.0,0.0
971476.0,14.25,750.0,0.0
973408.0,14.25,750.0,0.0
975384.0,14.25,750.0,0.0
977444.0,16.87,750.0,0.0
979296.0,16.87,750.0,0.0
981228.0,16.87,750.0,0.0
983204.0,16.87,750.0,0.0
985140.0,16.87,750.0,0.0
987116.0,16.87,750.0,0.0
989048.0,16.87,750.0,0.0
991024.0,16.87,750.0,0.0
992960.0,16.87,750.0,0.0
994936.0,16.87,750.0,0.0
996868.0,16.87,750.0,0.0
998844.0,16.87,750.0,0.0
1000780.0,16.87,750.0,0.0
1002840.0,16.87,750.0,0.0
1004860.0,16.87,750.0,0.0
1006920.0,16.87,750.0,0.0
1008940.0,16.87,750.0,0.0
1011000.0,16.87,750.0,0.0
1013020.0,16.87,750.0,0.0
1015080.0,16.87,750.0,0.0
1017100.0,16.87,750.0,0.0
1019160.0,16.87,750.0,0.0
1021180.0,16.87,750.0,0.0
1023240.0,16.87,750.0,0.0
1025260.0,16.87,750.0,0.0
1027320.0,16.87,750.0,0.0
1029372.0,16.87,750.0,0.0
1031400.0,16.87,750.0,0.0
1033420.0,16.87,750.0,0.0
1035480.0,16.87,750.0,0.0
1037500.0,16.87,750.0,0.0
1039560.0,16.87,750.0,0.0
1041580.0,16.87,750.0,0.0
1043640.0,16.87,750.0,0.0
1045660.0,16.87,750.0,0.0
1047720.0,16.87,750.0,0.0
1049740.0,16.87,750.0,0.0
1051800.0,16.87,750.0,0.0
1053820.0,16.87,750.0,0.0
1055880.0,16.87,750.0,0.0
1057900.0,16.87,750.0,0.0
1059960.0,16.87,750.0,0.0
1061980.0,16.87,750.0,0.0
1064040.0,16.87,750.0,0.0
1066060.0,16.87,750.0,0.0
1068120.0,16.87,750.0,0.0
1070140.0,16.87,750.0,0.0
1072200.0,16.87,750.0,0.0
1074220.0,16.87,750.0,0.0
1076280.0,16.87,750.0,0.0
1078304.0,16.87,750.0,0.0
1080368.0,16.87,750.0,0.0
1082508.0,19.5,750.0,0.0
1084448.0,19.5,750.0,0.0
1086460.0,19.5,750.0,0.0
1088528.0,19.5,750.0,0.0
1090540.0,19.5,750.0,0.0
1092600.0,19.5,750.0,0.0
1094620.0,19.5,750.0,0.0
1096680.0,19.5,750.0,0.0
1098700.0,19.5,750.0,0.0
1100760.0,19.5,750.0,0.0
1102780.0,19.5,750.0,0.0
1104840.0,19.5,750.0,0.0
1106860.0,19.5,750.0,0.0
1108920.0,19.5,750.0,0.0
1110940.0,19.5,750.0,0.0
1113000.0,19.5,750.0,0.0
1115020.0,19.5,750.0,0.0
1117080.0,19.5,750.0,0.0
1119100.0,19.5,750.0,0.0
1121160.0,19.5,750.0,0.0
1123180.0,19.5,750.0,0.0
1125240.0,19.5,750.0,0.0
1127260.0,19.5,750.0,0.0
1129320.0,19.5,750.0,0.0
1131340.0,19.5,750.0,0.0
1133400.0,19.5,750.0,0.0
1135452.0,19.5,750.0,0.0
1137480.0,19.5,750.0,0.0
1139500.0,19.5,750.0,0.0
1141560.0,19.5,750.0,0.0
1143580.0,19.5,750.0,0.0
1145640.0,19.5,750.0,0.0
1147660.0,19.5,750.0,0.0
1149720.0,19.5,750.0,0.0
1151740.0,19.5,750.0,0.0
1153800.0,19.5,750.0,0.0
1155820.0,19.5,750.0,0.0
1157880.0,19.5,750.0,0.0
1159900.0,19.5,750.0,0.0
1161960.0,19.5,750.0,0.0
1163980.0,19.5,750.0,0.0
1166040.0,19.5,750.0,0.0
1168060.0,19.5,750.0,0.0
1170120.0,19.5,750.0,0.0
1172140.0,19.5,750.0,0.0
1174200.0,19.5,750.0,0.0
1176220.0,19.5,750.0,0.0
1178280.0,19.5,750.0,0.0
1180300.0,19.5,750.0,0.0
1182360.0,19.5,750.0,0.0
1184380.0,19.5,750.0,0.0
1186440.0,19.5,750.0,0.0
1188584.0,22.12,750.0,0.0
1190520.0,22.12,750.0,0.0
1192540.0,22.12,750.0,0.0
1194600.0,22.12,750.0,0.0
1196620.0,22.12,750.0,0.0
1198680.0,22.12,750.0,0.0
1200700.0,22.12,750.0,0.0
1202760.0,22.12,750.0,0.0
1204780.0,22.12,750.0,0.0
1206840.0,22.12,750.0,0.0
1208860.0,22.12,750.0,0.0
1210920.0,22.12,750.0,0.0
1212940.0,22.12,750.0,0.0
1215000.0,22.12,750.0,0.0
1217020.0,22.12,750.0,0.0
1219080.0,22.12,750.0,0.0
1221100.0,22.12,750.0,0.0
1223160.0,22.12,750.0,0.0
1225180.0,22.12,750.0,0.0
1227240.0,22.12,750.0,0.0
1229260.0,22.12,750.0,0.0
1231320.0,22.12,750.0,0.0
1233340.0,22.12,750.0,0.0
1235400.0,22.12,750.0,0.0
1237420.0,22.12,750.0,0.0
1239480.0,22.12,750.0,0.0
1241532.0,22.12,750.0,0.0
1243560.0,22.12,750.0,0.0
1245580.0,22.12,750.0,0.0
1247640.0,22.12,750.0,0.0
1249660.0,22.12,750.0,0.0
1251720.0,22.12,750.0,0.0
1253740.0,22.12,750.0,0.0
1255800.0,22.12,750.0,0.0
1257820.0,22.12,750.0,0.0
1259880.0,22.12,750.0,0.0
1261900.0,22.12,750.0,0.0
1263960.0,22.12,750.0,0.0
1265980.0,22.12,750.0,0.0
1268040.0,22.12,750.0,0.0
1270060.0,22.12,750.0,0.0
1272120.0,22.12,750.0,0.0
1274140.0,22.12,750.0,0.0
1276200.0,22.12,750.0,0.0
1278220.0,22.12,750.0,0.0
1280280.0,22.12,750.0,0.0
1282300.0,22.12,750.0,0.0
1284360.0,22.12,750.0,0.0
1286380.0,22.12,750.0,0.0
1288440.0,22.12,750.0,0.0
1290460.0,22.12,750.0,0.0
1292520.0,22.12,750.0,0.0
1294664.0,24.75,750.0,0.0
1296600.0,24.75,750.0,0.0
1298620.0,24.75,750.0,0.0
1300680.0,24.75,750.0,0.0
1302700.0,24.75,750.0,0.0
1304760.0,24.75,750.0,0.0
1306780.0,24.75,750.0,0.0
1308840.0,24.75,750.0,0.0
1310860.0,24.75,750.0,0.0
1312920.0,24.75,750.0,0.0
1314940.0,24.75,750.0,0.0
1317000.0,24.75,750.0,0.0
1319020.0,24.75,750.0,0.0
1321080.0,24.75,750.0,0.0
1323100.0,24.75,750.0,0.0
1325160.0,24.75,750.0,0.0
1327180.0,24.75,750.0,0.0
1329240.0,24.75,750.0,0.0
1331260.0,24.75,750.0,0.0
1333320.0,24.75,750.0,0.0
1335340.0,24.75,750.0,0.0
1337400.0,24.75,750.0,0.0
1339424.0,24.75,750.0,0.0
1341488.0,24.75,750.0,0.0
1343504.0,24.75,750.0,0.0
1345568.0,24.75,750.0,0.0
1347616.0,24.75,750.0,0.0
1349648.0,24.75,750.0,0.0
1351660.0,24.75,750.0,0.0
1353720.0,24.75,750.0,0.0
1355740.0,24.75,750.0,0.0
1357800.0,24.75,750.0,0.0
1359820.0,24.75,750.0,0.0
1361880.0,24.75,750.0,0.0
1363900.0,24.75,750.0,0.0
1365960.0,24.75,750.0,0.0
1367980.0,24.75,750.0,0.0
1370040.0,24.75,750.0,0.0
1372060.0,24.75,750.0,0.0
1374120.0,24.75,750.0,0.0
1376140.0,24.75,750.0,0.0
1378200.0,24.75,750.0,0.0
1380220.0,24.75,750.0,0.0
1382280.0,24.75,750.0,0.0
1384300.0,24.75,750.0,0.0
1386360.0,24.75,750.0,0.0
1388380.0,24.75,750.0,0.0
1390440.0,24.75,750.0,0.0
1392460.0,24.75,750.0,0.0
1394520.0,24.75,750.0,0.0
1396540.0,24.75,750.0,0.0
1398600.0,24.75,750.0,0.0
1400808.0,27.37,750.0,17.0
1402764.0,27.37,750.0,17.0
1404868.0,27.37,750.0,17.0
1407020.0,27.37,750.0,17.0
1409120.0,27.37,750.0,17.0
1411264.0,27.37,750.0,17.0
1413368.0,27.37,750.0,17.0
1415516.0,27.37,750.0,17.0
1417620.0,27.37,750.0,17.0
1419764.0,27.37,750.0,17.0
1421868.0,27.37,750.0,17.0
1424016.0,27.37,750.0,17.0
1426120.0,27.37,750.0,17.0
1428264.0,27.37,750.0,17.0
1430372.0,27.37,750.0,17.0
1432516.0,27.37,750.0,17.0
1434620.0,27.37,750.0,17.0
1436764.0,27.37,750.0,17.0
1438868.0,27.37,750.0,17.0
1441016.0,27.37,750.0,17.0
1443120.0,27.37,750.0,17.0
1445264.0,27.37,750.0,17.0
1447372.0,27.37,750.0,17.0
1449516.0,27.37,750.0,17.0
1451716.0,27.37,750.0,34.0
1453764.0,27.37,750.0,34.0
1455868.0,27.37,750.0,34.0
1458016.0,27.37,750.0,34.0
1460120.0,27.37,750.0,34.0
1462264.0,27.37,750.0,34.0
1464368.0,27.37,750.0,34.0
1466516.0,27.37,750.0,34.0
1468620.0,27.37,750.0,34.0
1470764.0,27.37,750.0,34.0
1472868.0,27.37,750.0,34.0
1475016.0,27.37,750.0,34.0
1477120.0,27.37,750.0,34.0
1479264.0,27.37,750.0,34.0
1481368.0,27.37,750.0,34.0
1483516.0,27.37,750.0,34.0
1485620.0,27.37,750.0,34.0
1487764.0,27.37,750.0,34.0
1489868.0,27.37,750.0,34.0
1492020.0,27.37,750.0,34.0
1494120.0,27.37,750.0,34.0
1496264.0,27.37,750.0,34.0
